customer_key,customer_name,customer_type,housing_type,vertical,address,city,state,zip,region_key
7260,Gorlitz Mentzel GmbH & Co. KGaA,Kleingewerbe,Einfamilienhaus,Energy,SchulAllee 21,Nürnberg,South,90405,401
7261,Ing. Reinhilde Geißler B.A.,Privatkunde,Wohnung,Energy,BrunnenGasse 138,Berlin,East,10979,403
7262,Rosenow Fliegner AG,Kleingewerbe,Einfamilienhaus,Energy,GoetheAllee 5,Nürnberg,South,90399,401
7263,Frau Svetlana Kuhl,Privatkunde,Wohnung,Energy,LindenAllee 113,München,South,80870,401
7264,Kerstin Carsten,Privatkunde,Mehrfamilienhaus,Energy,EichenStraße 129,Hamburg,North,20776,400
7265,Rouven Schleich-Eimer,Privatkunde,Einfamilienhaus,Energy,MarktGasse 129,Düsseldorf,West,40390,402
7266,Söding GmbH,Kleingewerbe,Gewerbeimmobilie,Energy,BahnhofRing 83,Berlin,East,10403,403
7267,Dr. Knut Hörle,Privatkunde,Reihenhaus,Energy,HeideGasse 49,Berlin,East,10158,403
7268,Boucsein GmbH,Gewerbekunde,Gewerbeimmobilie,Energy,GoetheGasse 147,Essen,West,45725,402
7269,Dr. Anett Flantz,Privatkunde,Wohnung,Energy,WaldAllee 102,Aachen,West,52556,402
7270,Freya Wernecke,Privatkunde,Reihenhaus,Energy,GoetheStraße 56,Stuttgart,South,70831,401
7271,Thies,Gewerbekunde,Gewerbeimmobilie,Energy,SternPlatz 35,Berlin,East,10170,403
7272,Edda Mälzer-Henschel,Privatkunde,Einfamilienhaus,Energy,WaldStraße 89,Wolfsburg,North,38564,400
7273,Staude Tschentscher e.V.,Gewerbekunde,Gewerbeimmobilie,Energy,HauptStraße 15,Bochum,West,44883,402
7274,Mark Lange-Gerlach,Privatkunde,Wohnung,Energy,BrunnenPlatz 61,München,South,80142,401
7275,Marianna Wieloch,Privatkunde,Einfamilienhaus,Energy,KirchPlatz 40,Berlin,East,10921,403
7276,Herr Heinz-Georg Kostolzin,Privatkunde,Einfamilienhaus,Energy,TannenRing 146,Chemnitz,East,09283,403
7277,Gundolf Spieß,Privatkunde,Einfamilienhaus,Energy,LindenPlatz 8,Berlin,East,10220,403
7278,Luitgard Pieper,Privatkunde,Wohnung,Energy,HauptGasse 117,Duisburg,West,47289,402
7279,Mark Staude,Privatkunde,Wohnung,Energy,WaldRing 50,Rostock,North,18950,400
7280,Ariane Gude,Privatkunde,Mehrfamilienhaus,Energy,KirchPlatz 126,Düsseldorf,West,40587,402
7281,Othmar Döring B.A.,Privatkunde,Wohnung,Energy,TannenWeg 48,Düsseldorf,West,40383,402
7282,Anastasios Heydrich,Privatkunde,Einfamilienhaus,Energy,SonnenRing 131,Hannover,North,30663,400
7283,Univ.Prof. Stanislav Franke B.Sc.,Privatkunde,Reihenhaus,Energy,SonnenAllee 112,Münster,West,48912,402
7284,Diether Flantz,Privatkunde,Reihenhaus,Energy,MarktAllee 94,München,South,80189,401
7285,William Gerlach,Privatkunde,Reihenhaus,Energy,EichenAllee 99,Duisburg,West,47651,402
7286,Hans-Gerhard Weiß,Privatkunde,Wohnung,Energy,KirchStraße 103,Bochum,West,44454,402
7287,Judith Spieß,Privatkunde,Wohnung,Energy,TannenStraße 23,Hannover,North,30663,400
7288,Nurettin Köhler,Privatkunde,Mehrfamilienhaus,Energy,GoetheAllee 73,Nürnberg,South,90673,401
7289,Sylvio Lübs-Ring,Privatkunde,Reihenhaus,Energy,RathausWeg 150,Dresden,East,01556,403
7290,Prof. Jessika Kühnert,Gewerbekunde,Gewerbeimmobilie,Energy,GoetheRing 138,Köln,West,50549,402
7291,Sylvie Anders,Gewerbekunde,Gewerbeimmobilie,Energy,ParkRing 108,Cottbus,East,03156,403
7292,Ralf-Dieter Säuberlich,Privatkunde,Reihenhaus,Energy,MarktPlatz 73,Dresden,East,01847,403
7293,Josip Junken,Privatkunde,Wohnung,Energy,MondAllee 121,Erfurt,East,99647,403
7294,Kriemhild Renner,Privatkunde,Einfamilienhaus,Energy,LindenAllee 105,Berlin,East,10438,403
7295,Krebs GmbH,Kleingewerbe,Mehrfamilienhaus,Energy,GoetheWeg 17,Hannover,North,30400,400
7296,Nevenka Eimer,Privatkunde,Reihenhaus,Energy,SonnenRing 129,Dresden,East,01757,403
7297,Amir Kraushaar,Privatkunde,Wohnung,Energy,RathausGasse 131,Dresden,East,01537,403
7298,Prof. Vitali Paffrath,Privatkunde,Reihenhaus,Energy,RathausStraße 27,München,South,80606,401
7299,Dipl.-Ing. Malgorzata Pruschke MBA.,Privatkunde,Einfamilienhaus,Energy,RathausPlatz 10,Hannover,North,30209,400
7300,Ing. Johann Junken MBA.,Privatkunde,Wohnung,Energy,BeethovenWeg 100,Magdeburg,East,39415,403
7301,Kühnert,Gewerbekunde,Gewerbeimmobilie,Energy,KirchAllee 40,Hamburg,North,20804,400
7302,Viktoria Kuhl,Privatkunde,Reihenhaus,Energy,SchulWeg 82,Bonn,West,53217,402
7303,Pauline Weinhage,Privatkunde,Wohnung,Energy,BeethovenPlatz 32,München,South,80184,401
7304,Korbinian Lübs,Privatkunde,Einfamilienhaus,Energy,BlumenAllee 133,Hamburg,North,20152,400
7305,Elias Hübel-Sorgatz,Privatkunde,Reihenhaus,Energy,MondAllee 86,Hannover,North,30468,400
7306,Herr Leon Faust,Privatkunde,Wohnung,Energy,MozartRing 47,Stuttgart,South,70334,401
7307,Dr. Cindy Bruder,Privatkunde,Wohnung,Energy,GoetheRing 62,Berlin,East,10525,403
7308,Gnatz AG,Gewerbekunde,Gewerbeimmobilie,Energy,EichenAllee 132,Ulm,South,89756,401
7309,Marliese Bolnbach,Privatkunde,Wohnung,Energy,ParkWeg 36,Hamburg,North,20691,400
7310,Friedhelm Fröhlich,Privatkunde,Einfamilienhaus,Energy,TannenPlatz 37,Berlin,East,10585,403
7311,Katharina Harloff,Privatkunde,Wohnung,Energy,BirkenAllee 101,Lübeck,North,23969,400
7312,Friedbert Wagner,Privatkunde,Mehrfamilienhaus,Energy,BlumenStraße 16,Düsseldorf,West,40488,402
7313,Prof. Trude Rosenow B.Sc.,Privatkunde,Reihenhaus,Energy,LindenStraße 107,Ulm,South,89250,401
7314,Hubert Schmiedecke,Privatkunde,Mehrfamilienhaus,Energy,WaldRing 145,Berlin,East,10704,403
7315,Carmine Wesack MBA.,Privatkunde,Wohnung,Energy,MarktWeg 22,Köln,West,50245,402
7316,Leni Stumpf,Kleingewerbe,Wohnung,Energy,BeethovenPlatz 79,Bonn,West,53699,402
7317,Massimo Fritsch,Privatkunde,Reihenhaus,Energy,MondStraße 37,Nürnberg,South,90241,401
7318,Bertold Wähner B.Sc.,Privatkunde,Wohnung,Energy,MozartGasse 130,Braunschweig,North,38462,400
7319,Emanuel Löwer,Privatkunde,Einfamilienhaus,Energy,BrunnenStraße 100,Hamburg,North,20785,400
7320,Dipl.-Ing. Alexandra Walter,Privatkunde,Einfamilienhaus,Energy,BergPlatz 128,Karlsruhe,South,76587,401
7321,Univ.Prof. Abdullah Bolander,Kleingewerbe,Einfamilienhaus,Energy,BlumenPlatz 7,Nürnberg,South,90587,401
7322,Halil Gunpf,Privatkunde,Wohnung,Energy,EichenWeg 110,Freiburg,South,79578,401
7323,Prof. Gunnar Gude,Privatkunde,Einfamilienhaus,Energy,SonnenWeg 20,Chemnitz,East,09895,403
7324,Cora Dietz-Adler,Privatkunde,Einfamilienhaus,Energy,EichenRing 91,Rostock,North,18930,400
7325,Magda Bien,Privatkunde,Wohnung,Energy,EichenStraße 92,Stuttgart,South,70661,401
7326,Rose Gieß,Privatkunde,Wohnung,Energy,BirkenAllee 108,München,South,80658,401
7327,Eleni Radisch,Privatkunde,Einfamilienhaus,Energy,MondStraße 39,Hamburg,North,20464,400
7328,Prof. Norbert Ackermann B.Eng.,Privatkunde,Wohnung,Energy,LindenGasse 44,Berlin,East,10805,403
7329,Dipl.-Ing. Siegmund Schmiedt,Privatkunde,Einfamilienhaus,Energy,WiesenAllee 120,Bremen,North,28121,400
7330,Univ.Prof. Reinhard Rosemann,Privatkunde,Reihenhaus,Energy,SeeGasse 48,Dortmund,West,44961,402
7331,Ansgar Mende,Privatkunde,Einfamilienhaus,Energy,BlumenPlatz 84,Berlin,East,10769,403
7332,Katherina Thanel-Löwer,Privatkunde,Wohnung,Energy,KirchGasse 107,Dortmund,West,44919,402
7333,Dipl.-Ing. Pirmin Mälzer,Privatkunde,Einfamilienhaus,Energy,RosenWeg 100,Essen,West,45923,402
7334,Heidrich AG & Co. KGaA,Kleingewerbe,Gewerbeimmobilie,Energy,BirkenPlatz 136,Nürnberg,South,90393,401
7335,Thilo Otto MBA.,Privatkunde,Einfamilienhaus,Energy,TalStraße 50,München,South,80977,401
7336,Ekkehard Nette MBA.,Privatkunde,Reihenhaus,Energy,MarktWeg 48,Augsburg,South,86811,401
7337,Janos Kallert,Kleingewerbe,Reihenhaus,Energy,MozartPlatz 79,Berlin,East,10288,403
7338,Thomas Schüler,Privatkunde,Wohnung,Energy,BrunnenWeg 133,Hamburg,North,20961,400
7339,Cilli Kruschwitz-Metz,Privatkunde,Reihenhaus,Energy,BlumenGasse 79,Essen,West,45682,402
7340,Falk Lübs,Privatkunde,Wohnung,Energy,TalGasse 1,Berlin,East,10845,403
7341,Wilfriede Wulf,Privatkunde,Reihenhaus,Energy,SonnenAllee 57,Duisburg,West,47863,402
7342,Abbas Bruder,Privatkunde,Einfamilienhaus,Energy,TalAllee 7,Bonn,West,53276,402
7343,Curt Spieß B.A.,Privatkunde,Mehrfamilienhaus,Energy,WaldPlatz 2,Hamburg,North,20802,400
7344,Tomasz Hecker B.A.,Privatkunde,Einfamilienhaus,Energy,MozartStraße 92,Hamburg,North,20341,400
7345,Michail Reuter,Privatkunde,Einfamilienhaus,Energy,SternAllee 99,Hamburg,North,20884,400
7346,Ing. Tom Gotthard MBA.,Privatkunde,Reihenhaus,Energy,GoethePlatz 30,Kiel,North,24955,400
7347,Josef Müller,Privatkunde,Wohnung,Energy,BeethovenAllee 120,Chemnitz,East,09944,403
7348,Mercedes Wieloch,Privatkunde,Wohnung,Energy,ParkWeg 146,Nürnberg,South,90145,401
7349,Hansjörg Nerger,Privatkunde,Reihenhaus,Energy,WaldGasse 129,Dortmund,West,44473,402
7350,Dipl.-Ing. Antonina Siering B.Sc.,Privatkunde,Reihenhaus,Energy,LindenStraße 109,Stuttgart,South,70120,401
7351,Univ.Prof. Mirja Koch II,Privatkunde,Wohnung,Energy,TannenStraße 101,Karlsruhe,South,76942,401
7352,Herr Manuel Renner,Privatkunde,Wohnung,Energy,BahnhofGasse 90,Berlin,East,10258,403
7353,Stanislav Söding,Privatkunde,Mehrfamilienhaus,Energy,RathausRing 66,Berlin,East,10896,403
7354,Eleonore Winkler,Privatkunde,Einfamilienhaus,Energy,BergPlatz 97,Wuppertal,West,42578,402
7355,Louis Eckbauer,Privatkunde,Wohnung,Energy,RathausRing 31,Nürnberg,South,90384,401
7356,Lissy Martin MBA.,Privatkunde,Einfamilienhaus,Energy,BrunnenStraße 29,Bremen,North,28316,400
7357,Hermann-Josef Paffrath,Privatkunde,Reihenhaus,Energy,BirkenPlatz 25,Aachen,West,52117,402
7358,Hanns Scheel,Kleingewerbe,Einfamilienhaus,Energy,TannenGasse 139,Düsseldorf,West,40806,402
7359,Sager Reinhardt KGaA,Kleingewerbe,Gewerbeimmobilie,Energy,MozartWeg 61,Stuttgart,South,70375,401
7360,Prof. Muzaffer Jacob B.Eng.,Privatkunde,Reihenhaus,Energy,MarktAllee 119,München,South,80651,401
7361,Dr. Nadeshda Steuer B.Sc.,Privatkunde,Einfamilienhaus,Energy,SonnenStraße 10,Cottbus,East,03119,403
7362,Wagenknecht,Kleingewerbe,Einfamilienhaus,Energy,BeethovenGasse 69,Dresden,East,01611,403
7363,Niko Krein-Kohl,Privatkunde,Mehrfamilienhaus,Energy,RosenRing 148,Düsseldorf,West,40187,402
7364,Textor Kuhl KG,Gewerbekunde,Gewerbeimmobilie,Energy,MarktWeg 23,München,South,80427,401
7365,Ortrud Geißler-Schmidtke,Privatkunde,Reihenhaus,Energy,SonnenStraße 129,Berlin,East,10592,403
7366,Lene Dehmel,Privatkunde,Einfamilienhaus,Energy,SternWeg 29,Freiburg,South,79621,401
7367,Gotthard Meister-Haase,Privatkunde,Einfamilienhaus,Energy,LindenPlatz 14,Berlin,East,10781,403
7368,Lucia Patberg,Privatkunde,Reihenhaus,Energy,SonnenAllee 5,Düsseldorf,West,40207,402
7369,Ing. Gotthold Hauffer,Privatkunde,Reihenhaus,Energy,SternGasse 77,Duisburg,West,47973,402
7370,Marie-Therese Lübs,Privatkunde,Einfamilienhaus,Energy,MarktGasse 72,Braunschweig,North,38430,400
7371,Schuster,Kleingewerbe,Gewerbeimmobilie,Energy,EichenWeg 125,München,South,80776,401
7372,Ralf-Peter Martin,Privatkunde,Reihenhaus,Energy,KirchAllee 145,Hamburg,North,20598,400
7373,Svetlana Ernst,Privatkunde,Wohnung,Energy,BergWeg 100,Bremen,North,28268,400
7374,Helge Heuser,Privatkunde,Wohnung,Energy,BlumenRing 1,Essen,West,45544,402
7375,Dr. Ortrun Schönland MBA.,Privatkunde,Wohnung,Energy,MarktStraße 93,Düsseldorf,West,40493,402
7376,Prof. Filiz Bolnbach,Privatkunde,Wohnung,Energy,BergWeg 141,Regensburg,South,93691,401
7377,Lena Schönland MBA.,Privatkunde,Reihenhaus,Energy,WaldPlatz 78,Hamburg,North,20324,400
7378,Frau Krystyna Adler MBA.,Privatkunde,Reihenhaus,Energy,EichenWeg 97,Ulm,South,89302,401
7379,Striebitz Stiffel GmbH & Co. KGaA,Kleingewerbe,Gewerbeimmobilie,Energy,TalPlatz 149,Hamburg,North,20196,400
7380,Kristin Kitzmann,Privatkunde,Einfamilienhaus,Energy,MarktRing 111,Dortmund,West,44323,402
7381,Helga Hofmann,Privatkunde,Wohnung,Energy,MarktAllee 44,München,South,80276,401
7382,Pechel AG & Co. OHG,Kleingewerbe,Gewerbeimmobilie,Energy,MozartAllee 88,Rostock,North,18641,400
7383,Beatrice Langern,Privatkunde,Wohnung,Energy,BergStraße 142,Köln,West,50895,402
7384,Ekaterina Hövel MBA.,Gewerbekunde,Gewerbeimmobilie,Energy,BlumenAllee 25,Stuttgart,South,70836,401
7385,Danuta Kuhl,Privatkunde,Wohnung,Energy,RosenRing 140,Berlin,East,10345,403
7386,Salz,Kleingewerbe,Gewerbeimmobilie,Energy,BeethovenPlatz 114,Halle,East,06618,403
7387,Hans-Hermann Hornich,Privatkunde,Wohnung,Energy,SonnenWeg 36,Düsseldorf,West,40613,402
7388,Franjo Hoffmann,Privatkunde,Reihenhaus,Energy,ParkPlatz 25,Bremen,North,28222,400
7389,Änne Zorbach,Privatkunde,Mehrfamilienhaus,Energy,ParkWeg 112,Hamburg,North,20167,400
7390,Geisel,Kleingewerbe,Einfamilienhaus,Energy,SeeStraße 129,München,South,80378,401
7391,Stilla Atzler-Junken,Kleingewerbe,Einfamilienhaus,Energy,BrunnenStraße 59,Köln,West,50344,402
7392,Herr Sergej Beckmann,Privatkunde,Wohnung,Energy,BirkenRing 5,Oldenburg,North,26361,400
7393,Dipl.-Ing. Christof Mielcarek,Privatkunde,Wohnung,Energy,BrunnenGasse 147,Berlin,East,10265,403
7394,Hans-Ulrich Kuhl,Privatkunde,Wohnung,Energy,GoetheRing 39,Lübeck,North,23577,400
7395,Kornelia Schleich,Privatkunde,Einfamilienhaus,Energy,SchulGasse 108,Münster,West,48395,402
7396,Albert Ring,Privatkunde,Wohnung,Energy,RosenPlatz 144,München,South,80687,401
7397,Ing. Jozef Herrmann,Privatkunde,Reihenhaus,Energy,BrunnenWeg 53,Berlin,East,10506,403
7398,Karin Döhn,Privatkunde,Reihenhaus,Energy,BahnhofGasse 27,Dresden,East,01398,403
7399,Herr Karl-Hans Reuter B.A.,Privatkunde,Wohnung,Energy,SternGasse 4,Bonn,West,53986,402
7400,Berger,Gewerbekunde,Gewerbeimmobilie,Energy,BrunnenGasse 97,Düsseldorf,West,40455,402
7401,Janet Jäkel,Privatkunde,Wohnung,Energy,TalPlatz 140,Nürnberg,South,90172,401
7402,Prof. Konstantinos Walter MBA.,Privatkunde,Wohnung,Energy,MarktGasse 147,Hamburg,North,20964,400
7403,Sarina Weimer,Privatkunde,Reihenhaus,Energy,SchulGasse 7,Köln,West,50791,402
7404,Karl-Ernst Kensy,Privatkunde,Wohnung,Energy,KirchPlatz 76,Potsdam,East,14651,403
7405,Dr. Agnes Fischer,Privatkunde,Reihenhaus,Energy,TannenRing 119,Dortmund,West,44602,402
7406,Rebecca Koch II B.Sc.,Privatkunde,Wohnung,Energy,WaldStraße 11,München,South,80573,401
7407,Abbas Hahn,Privatkunde,Einfamilienhaus,Energy,SonnenGasse 64,Freiburg,South,79899,401
7408,Milan Kaul,Privatkunde,Einfamilienhaus,Energy,SchulAllee 24,Regensburg,South,93780,401
7409,Olav Stiebitz-Kusch,Privatkunde,Reihenhaus,Energy,TannenPlatz 14,Dortmund,West,44557,402
7410,Scheel e.G.,Kleingewerbe,Reihenhaus,Energy,HauptGasse 93,Regensburg,South,93259,401
7411,Mareike Haase,Kleingewerbe,Einfamilienhaus,Energy,LindenStraße 86,Bremen,North,28626,400
7412,Ulrich Klemt,Privatkunde,Wohnung,Energy,WaldRing 4,Bonn,West,53268,402
7413,Hornich Dietz KG,Gewerbekunde,Gewerbeimmobilie,Energy,BrunnenAllee 86,Leipzig,East,04895,403
7414,Oxana Rosemann,Privatkunde,Wohnung,Energy,BahnhofRing 134,Bochum,West,44650,402
7415,Sandor Mangold B.Eng.,Privatkunde,Wohnung,Energy,TalGasse 18,Rostock,North,18952,400
7416,Dipl.-Ing. Larissa Birnbaum,Privatkunde,Reihenhaus,Energy,LindenGasse 22,Duisburg,West,47454,402
7417,Univ.Prof. Tina Bähr B.Sc.,Privatkunde,Wohnung,Energy,TalPlatz 80,Düsseldorf,West,40970,402
7418,Dr. Herlinde Seifert B.Sc.,Gewerbekunde,Gewerbeimmobilie,Energy,BlumenPlatz 125,Nürnberg,South,90227,401
7419,Dowerg KGaA,Kleingewerbe,Einfamilienhaus,Energy,TannenRing 97,Bremen,North,28345,400
7420,Loos GmbH,Kleingewerbe,Gewerbeimmobilie,Energy,SeeAllee 27,Stuttgart,South,70527,401
7421,Eberhardt,Kleingewerbe,Mehrfamilienhaus,Energy,BeethovenAllee 3,Dresden,East,01617,403
7422,Erhard Hiller,Privatkunde,Einfamilienhaus,Energy,SternWeg 37,Köln,West,50967,402
7423,Felizitas Herrmann,Privatkunde,Reihenhaus,Energy,GoetheGasse 20,Oldenburg,North,26623,400
7424,Kuno Scheibe-Beyer,Privatkunde,Wohnung,Energy,SternRing 147,Stuttgart,South,70921,401
7425,Janett Höfig-Stadelmann,Privatkunde,Wohnung,Energy,WaldRing 141,Bonn,West,53784,402
7426,Wally Löchel,Privatkunde,Einfamilienhaus,Energy,BergRing 102,Berlin,East,10133,403
7427,Rosmarie Köster-Gehringer,Privatkunde,Einfamilienhaus,Energy,SonnenStraße 122,München,South,80343,401
7428,Verena Bender,Privatkunde,Wohnung,Energy,GoetheAllee 105,Karlsruhe,South,76955,401
7429,Brunhild Zirme-Wulff,Privatkunde,Wohnung,Energy,BeethovenWeg 53,Berlin,East,10448,403
7430,Drub GmbH,Kleingewerbe,Mehrfamilienhaus,Energy,GoetheAllee 106,München,South,80515,401
7431,Loni Schenk,Privatkunde,Einfamilienhaus,Energy,RathausGasse 79,Hannover,North,30621,400
7432,Dipl.-Ing. Brigitte Jopich,Privatkunde,Einfamilienhaus,Energy,LindenAllee 46,München,South,80922,401
7433,Dr. Cläre Girschner,Privatkunde,Wohnung,Energy,RathausAllee 60,Nürnberg,South,90507,401
7434,Leif Anders,Privatkunde,Reihenhaus,Energy,RathausGasse 123,München,South,80597,401
7435,Heinz Hande KGaA,Kleingewerbe,Einfamilienhaus,Energy,TannenWeg 71,Köln,West,50976,402
7436,Ina Becker,Privatkunde,Wohnung,Energy,MondAllee 56,Karlsruhe,South,76454,401
7437,Jessica Jäntsch,Privatkunde,Einfamilienhaus,Energy,KirchGasse 20,Berlin,East,10953,403
7438,Krebs Jähn KG,Kleingewerbe,Gewerbeimmobilie,Energy,SeeGasse 66,Köln,West,50752,402
7439,Stolze Zimmer GmbH,Kleingewerbe,Einfamilienhaus,Energy,GoetheStraße 9,Dortmund,West,44406,402
7440,Schenk Hauffer KG,Kleingewerbe,Reihenhaus,Energy,WiesenAllee 61,Duisburg,West,47628,402
7441,Ing. Christel Dietz,Privatkunde,Wohnung,Energy,SchillerRing 41,Stuttgart,South,70762,401
7442,Prof. Enno Johann B.Sc.,Privatkunde,Mehrfamilienhaus,Energy,LindenWeg 146,Hamburg,North,20792,400
7443,Frau Xenia Etzler B.Eng.,Privatkunde,Mehrfamilienhaus,Energy,MarktWeg 82,Köln,West,50696,402
7444,Monika Keudel,Privatkunde,Reihenhaus,Energy,BlumenStraße 29,Berlin,East,10811,403
7445,Bernd Geisel B.Sc.,Privatkunde,Mehrfamilienhaus,Energy,BlumenStraße 36,Dresden,East,01623,403
7446,Pavel Hering,Privatkunde,Wohnung,Energy,RathausWeg 62,Münster,West,48876,402
7447,Eckbauer Sorgatz AG & Co. KGaA,Kleingewerbe,Gewerbeimmobilie,Energy,BirkenAllee 30,Essen,West,45524,402
7448,Vittorio Börner,Privatkunde,Einfamilienhaus,Energy,SternRing 112,München,South,80108,401
7449,Dr. Ulrike Wulff B.A.,Privatkunde,Einfamilienhaus,Energy,MozartWeg 59,Ulm,South,89820,401
7450,Jeannine Franke MBA.,Privatkunde,Reihenhaus,Energy,GoetheAllee 64,München,South,80460,401
7451,Kathleen Segebahn,Privatkunde,Reihenhaus,Energy,MozartGasse 80,Augsburg,South,86462,401
7452,Wagenknecht,Kleingewerbe,Mehrfamilienhaus,Energy,SternStraße 148,Duisburg,West,47359,402
7453,Prof. Hajo Röhricht B.Eng.,Privatkunde,Einfamilienhaus,Energy,BrunnenPlatz 141,Rostock,North,18269,400
7454,Kreszentia Junk,Privatkunde,Reihenhaus,Energy,MozartAllee 74,Duisburg,West,47495,402
7455,Dr. Klaus-Günter Staude,Privatkunde,Einfamilienhaus,Energy,MozartRing 125,Wuppertal,West,42104,402
7456,Christel Stiffel,Privatkunde,Wohnung,Energy,SternGasse 113,Bremen,North,28999,400
7457,Britt Trub,Privatkunde,Mehrfamilienhaus,Energy,MozartAllee 41,Karlsruhe,South,76976,401
7458,Ditschlerin Lachmann AG,Kleingewerbe,Mehrfamilienhaus,Energy,BlumenStraße 41,Stuttgart,South,70448,401
7459,Junken,Gewerbekunde,Gewerbeimmobilie,Energy,WiesenPlatz 139,München,South,80386,401
7460,Ing. Lotti Caspar MBA.,Privatkunde,Reihenhaus,Energy,SternStraße 114,Nürnberg,South,90534,401
7461,Andrzej Kallert,Privatkunde,Einfamilienhaus,Energy,TalAllee 9,München,South,80495,401
7462,Josef Schweitzer,Privatkunde,Einfamilienhaus,Energy,EichenGasse 33,Köln,West,50374,402
7463,Hans-Bernd Jäntsch,Privatkunde,Einfamilienhaus,Energy,BlumenAllee 31,München,South,80690,401
7464,Davids,Kleingewerbe,Mehrfamilienhaus,Energy,SeePlatz 124,Berlin,East,10425,403
7465,Ingetraut Metz,Privatkunde,Reihenhaus,Energy,SchillerGasse 83,Berlin,East,10784,403
7466,Elzbieta Mude,Privatkunde,Einfamilienhaus,Energy,SternStraße 27,Ingolstadt,South,85822,401
7467,Ing. Marco Hamann B.Eng.,Privatkunde,Einfamilienhaus,Energy,BrunnenPlatz 114,München,South,80227,401
7468,Georg Mangold-Rädel,Privatkunde,Reihenhaus,Energy,RosenRing 65,Würzburg,South,97698,401
7469,Beate Zobel,Privatkunde,Mehrfamilienhaus,Energy,WiesenGasse 61,Berlin,East,10105,403
7470,Bernhardine Klemm B.Eng.,Privatkunde,Einfamilienhaus,Energy,BergStraße 131,Stuttgart,South,70279,401
7471,Dagmar Heß B.Eng.,Privatkunde,Einfamilienhaus,Energy,WaldRing 47,Bremen,North,28275,400
7472,Alfred Kade B.A.,Privatkunde,Einfamilienhaus,Energy,SchillerStraße 71,Berlin,East,10885,403
7473,Prof. Kathi Becker B.A.,Privatkunde,Reihenhaus,Energy,GoetheWeg 13,Lübeck,North,23847,400
7474,Burkhardt Radisch B.A.,Privatkunde,Wohnung,Energy,TalStraße 43,Oldenburg,North,26422,400
7475,Frau Stella Zirme,Privatkunde,Einfamilienhaus,Energy,ParkRing 144,Hamburg,North,20917,400
7476,Mohammed Gute,Privatkunde,Mehrfamilienhaus,Energy,TalRing 135,Hamburg,North,20353,400
7477,Seifert GmbH & Co. OHG,Kleingewerbe,Wohnung,Energy,BeethovenPlatz 9,Nürnberg,South,90337,401
7478,Dipl.-Ing. Volkmar Bender,Privatkunde,Einfamilienhaus,Energy,SonnenPlatz 122,Hamburg,North,20757,400
7479,Prof. Kathi Gertz B.Sc.,Kleingewerbe,Einfamilienhaus,Energy,KirchStraße 98,Hamburg,North,20655,400
7480,Reinhilde Gertz,Privatkunde,Reihenhaus,Energy,BergRing 95,München,South,80941,401
7481,Prof. Ivana Gunpf B.Sc.,Privatkunde,Einfamilienhaus,Energy,KirchStraße 48,Aachen,West,52243,402
7482,Sabrina Röhricht,Kleingewerbe,Gewerbeimmobilie,Energy,TalRing 117,Essen,West,45806,402
7483,Dr. Freya Stolze,Privatkunde,Wohnung,Energy,SchillerAllee 150,München,South,80163,401
7484,Gert Girschner,Kleingewerbe,Mehrfamilienhaus,Energy,MozartGasse 89,München,South,80728,401
7485,Helge Süßebier,Privatkunde,Einfamilienhaus,Energy,TannenRing 148,Duisburg,West,47536,402
7486,Helmtrud Junken,Privatkunde,Wohnung,Energy,SternWeg 145,Essen,West,45801,402
7487,Vinko Junken B.A.,Privatkunde,Wohnung,Energy,GoetheAllee 80,Essen,West,45772,402
7488,Prof. Anika Ditschlerin B.Sc.,Privatkunde,Wohnung,Energy,WiesenAllee 83,Potsdam,East,14922,403
7489,Hildegunde Striebitz,Privatkunde,Wohnung,Energy,SonnenPlatz 14,Ulm,South,89145,401
7490,Graf Hornich GbR,Kleingewerbe,Mehrfamilienhaus,Energy,BahnhofWeg 94,München,South,80293,401
7491,Jennifer Christoph-Wähner,Kleingewerbe,Wohnung,Energy,ParkWeg 52,Rostock,North,18372,400
7492,Dipl.-Ing. Natalie Kostolzin B.A.,Privatkunde,Reihenhaus,Energy,BergGasse 140,Hamburg,North,20761,400
7493,Kruschwitz,Kleingewerbe,Einfamilienhaus,Energy,BirkenGasse 57,Berlin,East,10654,403
7494,Gero Hauffer,Privatkunde,Einfamilienhaus,Energy,SchillerStraße 134,Stuttgart,South,70878,401
7495,Rudolph Kroker B.A.,Privatkunde,Wohnung,Energy,SchillerRing 38,Wuppertal,West,42842,402
7496,Swetlana Kohl,Privatkunde,Einfamilienhaus,Energy,LindenWeg 101,Düsseldorf,West,40769,402
7497,Ing. Yasmin Karge,Privatkunde,Einfamilienhaus,Energy,LindenPlatz 68,München,South,80123,401
7498,Leo Schaaf,Privatkunde,Wohnung,Energy,BahnhofStraße 28,Leipzig,East,04104,403
7499,Muharrem Beier,Privatkunde,Einfamilienhaus,Energy,BirkenWeg 41,Berlin,East,10493,403
7500,Biggen KG,Kleingewerbe,Gewerbeimmobilie,Energy,MondRing 129,München,South,80223,401
7501,Jadwiga Heidrich,Privatkunde,Einfamilienhaus,Energy,TannenStraße 116,Essen,West,45712,402
7502,Jost Heintze,Privatkunde,Wohnung,Energy,HeideStraße 55,Hamburg,North,20376,400
7503,Catrin Dehmel,Privatkunde,Wohnung,Energy,HauptAllee 70,Augsburg,South,86150,401
